name,lat,lon
长堤东路,22.928207,113.376786
长堤西路,22.931211,113.361084
出版集团广版物业,23.166044,113.34735
长乐后街42号小区内,23.14307,113.244309
长乐停车场,23.37769095,113.2204521
长湴市场,23.16826206,113.3540797
长湴西街,23.1713819,113.3531101
长兴街岑村东街,23.1630096,113.3810949
长兴街岑村南街,23.16143135,113.3783054
长兴街岑村社学,23.16411436,113.3808804
粤迅物业,23.16610685,113.347224
长洲,23.07554677,113.4231091
畅流工业园停车场,23.094098,113.326379
朝天路,23.122721,113.260399
朝阳东路,23.025892,113.312193
朝阳西路,23.025533,113.30979
广州市腾飞物业管理有限公司（朝晖大厦地下停车场）,23.08954229,113.332032
广州市越秀区车天车地汽车美容中心停车场,23.1355356,113.2621229
车陂街东圃大马路,23.121685,113.403656
天朗明居,23.1254423,113.3913088
翠拥华庭,23.12682364,113.3935618
广州市悦华物业管理有限公司,23.13001,113.393089
嘉华投资,23.1164451,113.390663
陈家祠道,23.127074,113.243952
陈田花园停车场,23.1963,113.2941
城建大厦停车场,23.13922543,113.3204556
城建怡港花园（室内）,23.09997382,113.4526885
城市假日园C座,23.125625,113.404262
城市假日园二期,23.12571857,113.4040922
广州市康盛物业管理有限公司城市假日园停车场,23.125625,113.404262
广州城市职业学院,23.158252,113.274271
广州横沙物业管理有限公司,23.159005,113.210181
成凤汽车保管站,23.1360728,113.2238946
成悦大厦,23.13067157,113.2756197
广州市兴和物业管理有限公司,23.1170943,113.3636904
广州市海珠区赤保室外停车场,23.09606579,113.3343172
赤岗北路,23.097065,113.327465
赤岗二街,23.090492,113.32775
广州市海珠区赤岗街道社区服务中心（赤岗二街停车场）,23.0904981,113.3285925
广州市海珠区赤岗街道社区服务中心（赤岗一街停车场）,23.092116,113.328644
广州市东建物业管理公司赤岗综合楼室外停车场,23.09660858,113.3321607
广州市海珠区官洲街道社区服务中心（赤沙围院停车场）,23.08733153,113.362062
好运停车场,23.38724633,113.0770022
赤坭华宾停车场,23.38589477,113.083701
赤坭全记停车场,23.38771624,113.0784928
船舶大厦,23.089597,113.25478
创新科技广场,23.1415955,113.3395462
创展中心停车场,23.1323,113.3292907
捶帽新街,23.131666,113.248765
春鸿居停车场,23.2147,113.2943
春天园停车场（保利物业管理有限公司）,23.16160891,113.201344
春庭花园停车场,23.21485,113.29387
棕榈园,23.11036507,113.3001029
广州市仁信物业管理有限公司春晖闲庭分公司,23.22046,113.3083
春晖苑停车场,23.21398,113.29683
从化宏诚海岸停车场,23.55155933,113.5993014
城安停车场,23.538899,113.5844679
风云停车场,23.54123267,113.5762756
从化市城郊恒鑫停车场,23.55286057,113.5810615
从化市城郊粮所北苑新村,23.55106435,113.5912085
从化市城郊誉安停车场,23.55766457,113.5683829
从化市帝京华府停车场,23.54208552,113.5878343
宏苑停车场,23.54132357,113.5880031
从化市街口和星停车场,23.54041743,113.5855757
锦棠停车场,23.54549733,113.5875521
从化市街口毅华停车场,23.54067317,113.5834253
从化市街口盈旺停车场,23.54289205,113.5887248
碧溪停车场,23.545158,113.590819
信安停车场,23.53959736,113.5876544
从化市金属材料回收公司停车场,23.56288569,113.53971
振兴停车场,23.430274,113.477878
从化市雅居乐滨江花园停车场,23.53744367,113.5946699
从化市永丰楼停车场,23.54379963,113.6066489
人民政府招待所,23.54926549,113.5872979
从化市中医医院停车场,23.55021213,113.5910127
从化市鳌头镇永安车辆保管场,23.6223893,113.4256411
新世纪物业管理,23.548027,113.588719
从化智杰雅筑停车场,23.55867977,113.5951386
翠宝路,23.084075,113.270559
广州城建开发宏城车场物业管理有限公司翠城花园地下停车场,23.0824164,113.2718539
翠城花园西门侧临时停车场,23.08258419,113.2695258
翠湖街15-17号停车场,23.12614284,113.3531034
翠湖山庄,23.12590604,113.3525133
广州市番岗商业有限公司翠江酒店旅业部,22.8035137,113.4156033
广州市海珠区江南中街道社区服务中心,23.09863168,113.271929
广州市海珠区翠丽汽车保管站,23.0824164,113.2809305
翠雅苑停车场,23.152435,113.3169955
信诚物业管理有限公司翠逸家园停车场,23.17113,113.25799
翠馨华庭地下停车场,23.08396597,113.315354
村外街品湖雅居南侧,23.139603,113.251138
达宝,23.140136,113.254089
达标国际中心停车场,23.08959163,113.2763278
达维物业管理停车场,23.12716897,113.409183
广州达诚物业管理有限公司,23.131666,113.275082
大德大厦,23.11768682,113.2591456
大德路,23.11813,113.260176
广州广电物业管理有限公司,23.11669268,113.2548192
大都会广场停车场,23.14156,113.32228
广州市恒迅实业有限公司大都市商场,23.1164618,113.262852
广州远洋大富酒店有限公司,23.108225,113.260194
广州市番禺区大岗镇绿庭雅苑停车场,22.7990178,113.399245
广州市绿庭雅苑物业管理有限公司大岗分公司（荟翠雅苑停车场）,22.80478997,113.4011706
广州市联安物业管理有限公司（广州市番禺区大岗翡翠蓝湾停车场）,22.799429,113.411059
大观南路12号停车场（北区）,23.1278378,113.4075458
广东大家庭物业管理有限公司大家庭花园二期停车场,23.09731913,113.3690786
广东大家庭物业管理有限公司大家庭花园三期停车场,23.09718097,113.3691645
大江冲路,23.096556,113.311973
大南路,22.933641,113.365413
大南路,23.120087,113.267293
广州市恒科物业管理有限公司,23.119146,113.264777
大南路停车场,23.11990201,113.2669133
万晟商都大厦地下停车场,23.119972,113.267466
大润发停车场,23.3971032,113.2330906
大沙地西,23.102557,113.445118
福安（三角楼）,23.10636853,113.4515727
大沙街社区,23.10404456,113.4471363
大沙清水湾东停车场,23.05367217,113.3343172
陶乐实业,23.116338,113.282894
大沙头横马路,23.115016,113.286025
广州港大沙头客运站,23.1142257,113.2826367
大沙头路,23.11428,113.284448
大沙头三马路,23.115948,113.285504
大沙头四马路,23.114247,113.286928
黄埔穗建大沙西,23.1032995,113.4452105
大舜晶华酒店停车场,23.13096756,113.3700335
广州市银天物业管理有限公司海珠分公司,23.07827098,113.3218557
广东体育馆生活服务部,23.11122,113.296224
大同路,23.113323,113.241905
大同商业大厦停车场,23.11253105,113.2540655
大西路,22.935904,113.363375
大新路,23.116429,113.261495
三中,23.11604883,113.2601166
鑫海,23.1156298,113.2569564
大新银行大楼停车场,23.13231431,113.254846
广州市仙达酒店有限公司,23.11788416,113.231535
大涌路,23.022026,113.313711
大园堡停车场,23.14556895,113.40487
大源停车场,23.24875,113.35277
大运家园停车场,23.40127319,113.2359445
大中华赛格电子城,23.134713,113.338218
广州市同和大陂实业有限公司,23.20987,113.32485
丹水坑风景区停车场,23.10381266,113.5222864
党恩新街新社区停车场,23.12610707,113.2382526
德安大厦停车场,23.133251,113.284518
海中宝,23.11274813,113.2580888
德福河畔花园四期/五期地下停车场,23.540431,113.598754
德盛苑停车场,23.0863181,113.3206021
德贤路,22.92626,113.355709
广东新广国际物业管理有限公司,23.1218816,113.2931956
德信路,22.918399,113.375536
德星路,23.115544,113.249367
德兴路,22.939748,113.376335
广州市同骏实业有限公司,23.173593,113.238264
广州市伟信物业管理有限公司越秀分公司,23.12705057,113.2744932
广州市越秀区大塘街道社区服务中心,23.1273425,113.27514
德政路（德政北路、德政中路）,23.128947,113.274572
德政南福行停车场,23.11609817,113.2759523
德政南路,23.119978,113.275353
广东省干部招待所,23.117691,113.27571
广州鸿昌物业公司德政中停车场,23.124314,113.275299
德怡居停车场,23.08942385,113.2709527
得利达,23.16214157,113.4126806
广州市登峰实业集团有限公司,23.14516447,113.2793212
地化所停车场,23.14485865,113.3649588
地铁草暖停车场,23.14640749,113.2605296
广州大宏物业管理有限公司,23.132286,113.302918
广州市第八人民医院,23.1308019,113.2858772
电大停车场,23.1454555,113.2765102
广州汇濠物业管理有限公司,23.1686936,113.2586548
电子信息大厦停车场,23.15504913,113.33318
广州市君兆物业经营有限公司,23.08575239,113.3100486
广州一通软件技术有限公司,23.08531812,113.3100593
叠景西路停车场,23.08517995,113.3063042
鼎信四季花园小区停车场,23.41553732,113.2108149
天盛房地产东璟花园停车场,23.123119,113.3621249
广州市东宝广场(停车)有限公司,23.120894,113.269721
宏德科技东诚分公司,23.1415994,113.3450957
乐捷图广场停车场,23.10096068,113.4490997
东城花园停车场,23.39754815,113.2118452
广州市东建物业管理公司五山路102-136号停车场,23.1398667,113.3454537
广州市震粤物业管理有限公司,23.10595407,113.5451603
东成花苑,23.12429775,113.3580172
东川大厦停车场,23.121046,113.286364
东川路元运街9—31号,23.120754,113.285014
广州市世基物业管理有限公司,23.1233162,113.286396
广州市越秀区大东街三车保管总站,23.1236314,113.2864179
东堤大街,22.929743,113.377998
东堤三马路、东堤四马路、东堤五马路,23.116362,113.278513
东都大世界停车场,23.13470685,113.3023292
东方宾馆停车场,23.14001716,113.2574129
东方都会广场停车场,23.13294082,113.3615685
东方豪城停车场,23.147431,113.315089
广州市东润物业管理有限公司东方花苑停车场,23.1285576,113.3152759
东方金融大厦,23.133005,113.249331
东方名都花园地下停车场,23.12433722,113.5916061
东方三路,23.128874,113.358616
天园街临时停车场,23.12817536,113.3580709
东方丝绸大酒店海川达机械停车库,23.131128,113.300674
东方停车场,23.133507,113.308867
新华建房地产有限公司,23.1321938,113.3661672
东方新世界熹园停车场,23.12879695,113.3579636
东方一路,23.132102,113.358459
广晟物业管理,23.13135728,113.360222
广东工大,23.131632,113.299871
奥宝房地产,23.131769,113.311443
广州丽兴房地产开发有限公司,23.13230938,113.3105421
广州市越秀区东风停车场伟业阁分场,23.13243764,113.2471669
千树盘福大厦停车场,23.132539,113.259983
广州广银房地产开发有限公司,23.13261523,113.2594836
东风西与解放北交界,23.13248697,113.2613719
医学院劳动服务公司停车场,23.132608,113.255814
广州粤财房地产开发有限公司,23.13132028,113.2737529
华以泰国际大厦停车场,23.13047178,113.2726693
广州嘉仪物业管理有限公司,23.53694029,113.5857368
东港花园地下停车场,23.09512824,113.4741569
东皋大道一横路、皋园,23.128429,113.281481
东关汛,23.123609,113.280131
东关讯车场,0.004549,0.001416
广州市怡家物业管理有限公司,23.1242217,113.3127559
东湖豪苑露天停车场,23.12007468,113.2909405
广东冠雄物业管理有限公司东湖豪苑停车场,23.120172,113.290576
东湖路,23.115045,113.288251
广州市倡诚物业管理有限公司,23.11908303,113.2902271
东湖西路,23.117131,113.287672
广州西马物业管理有限公司东山金纶停车场,23.1183967,113.2863174
广州市裕利物业管理有限公司,23.11832819,113.2884139
东华东路,23.119894,113.293423
广州新进物业管理有限公司,23.1217208,113.288064
东华东路,23.1216783,113.2883349
交通物业,23.12076538,113.2893097
浩驱车辆保管,23.121917,113.286325
东华里,23.127342,113.277891
东华南路,23.116572,113.281669
东华南路172号至新南街,23.120298,113.288948
新南街停车场,23.12026216,113.2891327
广州丽城物业经营服务有限公司,23.1222001,113.2800927
广州市交通物业管理有限公司,23.12068645,113.2889128
伟超置业大厦,23.122144,113.282232
广州经建物业管理有限公司,23.1203115,113.2802975
广州金地物业有限公司,23.132791,113.30554
广州金地物业有限公司,23.133672,113.304428
广州金地物业有限公司,23.133672,113.304428
广州金地物业有限公司,23.132889,113.304991
广州市东峻房产有限公司,23.131147,113.306755
东骏花园停车场,23.40095319,113.2142454
东圃大马路,23.11938398,113.402338
东圃小区停车场,23.11674818,113.4062943
东圃汽车客运站停车场,23.11939385,113.4159422
东圃荣圃路,23.1280811,113.3970922
东圃四季时尚荟停车场,23.11874755,113.40141
东仁里停车场,23.41830819,113.2229813
睦邻物业司,23.16762586,113.3598733
东沙角路,23.117201,113.279261
东沙街停车场,23.10744415,113.2790208
广州市演出公司东山电影院,23.1244231,113.2918856
广州市东山东华汽车服务有限公司,23.13872228,113.3093673
东山广场停车场,23.13571319,113.293553
绿景东山华庭,23.1148231,113.2829104
锦城房地产,23.1249209,113.2953627
广州市越秀区东山酒家,23.120414,113.294457
东山领汇广场停车场,23.12757843,113.30823
广州市力迅实业有限公司东山雅筑二期地下停车场,23.128181,113.3020798
广州市德昇物业管理有限公司东山紫园分公司,23.132284,113.305064
东胜围院停车场,23.07856709,113.3271611
东泰高务中心停车场,23.24870012,113.3154345
东泰路,23.124797,113.309831
东棠泰安停车场,23.1282192,113.3898041
东田大厦,23.12442849,113.3416678
东溪大厦停车场,23.11956159,113.4061575
东晓电信综合楼停车场,23.09992448,113.286767
广州市城镇物业管理有限公司,23.09731913,113.28578
广东电网培训楼招待所,23.1241835,113.3151566
东兴路,22.928776,113.381013
东兴南路,22.928599,113.388593
国伟实业,23.10612183,113.5498595
东兴小区停车场,23.12297066,113.3124518
东兴中街,23.122545,113.313303
东雅兰院停车场,23.12862922,113.3125859
东雅轩地下车库,23.12228491,113.2902431
东亚酒店停车场,23.389947,113.202428
东涌地铁站东涌停车场,22.88582754,113.4792879
东涌锦绣新城停车场,22.88588315,113.4532258
东涌路,22.933686,113.366942
广州汇朋物业管理有限公司(东涌镇东发二区商住楼停车场),22.886781,113.451043
东园路,23.116302,113.276736
东苑小区临时停车场,23.10865792,113.4444487
广州市东悦酒店有限公司,23.14247122,113.2781518
广州市海珠区东闸外汽车保管站,23.09951986,113.2939231
广州市利德宝汽车客运有限公司,23.14851863,113.3260131
东照大厦停车场,23.13134742,113.276521
东洲大厦停车场,23.13061237,113.3204877
天河东泷商务中心,23.12181129,113.4014583
东晖花园停车场,23.13017825,113.361783
动漫02、03栋停车场,23.127922,113.320253
动漫星城广场停车场,23.12562484,113.2651162
广州动物园,23.13538761,113.3071947
都市华庭停车场,23.140722,113.329155
都晖停车场,23.40354029,113.2160586
敦美小区,23.07542833,113.524797
敦丰路停车场,23.08541682,113.3172154
广州市江南城建开发集团有限公司,23.08868365,113.3173442
敦和商务公寓停车场（广州市东茗物业管理有限公司）,23.088829,113.316501
多宝恩宁停车场,23.11364362,113.2411319
多宝路,23.116513,113.241293
恩宁路,23.116041,113.236281
广州市第二公共汽车公司,23.156403,113.223107
广州城建开发物业有限公司亚洲羽毛球馆服务中心,23.1087862,113.3069372
二沙岛与海心沙连接路,23.110948,113.318846
发展中心大厦地下室停车场,23.11443056,113.316164
越秀体育场,23.1347905,113.267105
帆影阁停车场,23.10683233,113.257252
广州市番禺道建停车经营管理有限公司,22.9306898,113.3843136
繁华路,22.94202,113.360977
富力分公司,23.16151026,113.3167005
广州深蓝房地产有限公司,23.06744292,113.2980216
广州市屋川物业管理有限公司,23.14323086,113.3375788
芳草园小区停车场,23.14276718,113.3370209
芳草园D1-D2栋,23.141722,113.33747
芳骏停车场,23.06834118,113.1975353
广州市芳村驾驶技术培训中心,23.152572,113.267534
方凯华庭地下停车场,23.134346,113.262618
深圳市龙城物业管理有限公司方园小区停车场,23.19971,113.27241
方圆大厦停车场,23.12869829,113.3285773
广州市信合物业管理有限公司,23.15353984,113.2676321
广州市白云区三元里飞鹅新村社区服务中心,23.15400348,113.265717
广州市白云区三元里飞鹅新村社区服务中心,23.151771,113.2670562
飞晟文汇停车场,23.17108549,113.5050693
翔昀,23.11122357,113.4529567
广州市金丽物业管理有限公司,23.10551,113.4538794
丰乐南片小区停车场,23.10385213,113.4545392
广东冠佳物业管理有限公司,23.10306266,113.4558535
丰庭花园停车场,22.78918424,113.5367972
丰伟大厦,23.119355,113.308458
丰兴广场,23.1317256,113.3324044
丰兴广场写字楼停车场,23.13237844,113.3336949
丰逸尚居地下停车场,23.10101002,113.4658957
广州市多利物业管理有限公司丰盈居商住楼停车场,23.10276167,113.3140451
丰裕,23.0977731,113.4531391
丰泽大厦地下车库,23.138128,113.335661
枫叶横街,23.13479565,113.3667183
枫叶路,23.13905772,113.3668041
峰景大厦停车场,23.1581367,113.3223706
峰境园小区,23.44829656,113.4427246
峰源大厦停车场,23.128181,113.321222
风神花园小区停车场,23.37869951,113.1520048
风雨亭社区,23.136302,113.240114
逢源路,23.11724,113.239414
广州市凤安物业管理有限公司,23.097332,113.253193
凤华路,23.389435,113.203499
凤华路,23.39039,113.205934
凤华路,23.390705,113.206449
凤凰北路,23.400106,113.233763
凤凰城凤馨苑停车场,23.13771104,113.5944217
凤凰广场地下停车场,23.39851126,113.234539
凤凰路,23.399016,113.233658
凤凰山宾馆,23.19032017,113.3765996
广州市海珠区龙凤街道社区服务中心凤凰新村露天停车场,23.09244385,113.2598162
广州市市场建设管理服务中心海珠凤凰展贸城,23.09457558,113.2567692
广州市海珠区龙凤街道社区服务中心,23.09864155,113.2534862
广州市海珠区琶洲街道社区服务中心（凤浦围院小区停车场）,23.0985996,113.3366849
广州市龙凤物业管理有限公司机动车保管站,23.09297679,113.2587004
孵化中心二期停车场,23.127922,113.320253
福基苑停车场,23.21202,113.26728
广东省气象局后勤服务中心,23.1283497,113.3025346
广州市诚兴物业管理有限公司福景居小区露天停车场,23.0879237,113.3273113
福景路,22.918894,113.366191
福莱花园露天停车场,23.13915637,113.3085573
中信广州发展公司福雅居地下停车场,23.10229292,113.253057
福荫分公司,23.145595,113.307747
福颖苑停车场,23.120151,113.356521
福榕里,23.128531,113.271653
福榕里近仓边路口处至旧仓巷路内停车场,23.12854659,113.2717252
府前物业,23.128528,113.262443
检测站停车场,23.41081642,113.2164878
富都停车场,23.38035544,113.2267311
广州市荔建房产物业管理公司,23.16838043,113.2360572
富豪山庄停车场,23.38980694,113.2111377
广州嘉乐物业管理有限公司,23.193774,113.3273
国信富宏花园,23.13485978,113.2692736
富华东路,22.94698,113.371217
富华西路,22.947387,113.359083
富基广场停车场,23.10783888,113.2706738
富佳花园停车场,22.797972,113.566672
广州市富基物业管理有限公司富景花园停车场,23.09216752,113.2895565
广州市富基房地产开发有限公司富景花园停车场,23.09204909,113.2896423
富景花苑停车场,23.1306557,113.3160424
广州地铁物业管理有限公司富康村小区停车场,23.18059,113.24117
富丽花苑停车场,23.13042491,113.3283573
广州天力物业发展有限公司富力城分公司,23.24432,113.26222
富力家信商业中心停车场,23.09139772,113.2578206
富力金港新城小区停车场,23.45698992,113.3584008
富力金禧花园停车场,23.10612183,113.2607388
富力朗逸轩停车场,23.10440969,113.2679379
丽思卡尔顿酒店,23.1238,113.326
富力.千禧花园,23.095533,113.284875
广州天力物业发展有限公司富力顺意花园分公司,23.076358,113.275417
广州天力物业发展有限公司富力桃园分公司,23.15085,113.23056
天河华庭,23.14496223,113.3294436
富力空港物流园,23.42443061,113.3593162
富力现代广场停车场,23.09129902,113.2574558
广州天力物业发展有限公司富力阳光美居分公司,23.2038724,113.2597068
富力银禧花园停车场,23.10075837,113.2928663
富力银禧花园停车场,23.10081265,113.2921314
富力盈泰广场停车场,23.12563964,113.3346069
富力中心停车场,23.11726252,113.3221453
富星商贸大厦停车场,23.12773137,113.32479
富兴阁停车场,23.1364926,113.2690966
广东富银经济发展有限公司第一分公司,23.16372,113.27435
广东富银经济发展有限公司,23.16349,113.274361
广州丽昌房产发展有限公司富盈国际大厦地下停车场,23.087175,113.273324
广东省粤安物业管理有限公司（新业路干警综合楼宿舍停车场）,23.0649327,113.2855617
天河干线停车场,23.16938651,113.3457166
沙东有利汽车保管站,23.16477031,113.3168936
岗贝路,23.179438,113.253404
岗东路,23.024509,113.303653
港汇华庭停车场,23.11584162,113.2706523
广州港口机械工业有限公司,23.1241835,113.3151566
港龙停车场,23.3423,113.2975
广州市联才劳动服务有限公司港前路667号停车场,23.09292744,113.4575593
港湾一村,23.10101002,113.4474206
嘉仁芝,23.10613169,113.4457898
广州市海悦物业管理有限公司,23.096589,113.323
高德汇购物中心,23.16920403,113.3505392
明和实业,23.11884129,113.3314955
